word,zipf,in_top50k,levels_used
hemlock,2.86,1,163 175
hemoglobin,2.92,1,28 55
hen,3.56,1,107
heptagon,1.33,0,50
hera,2.97,1,153 157
herb,3.77,1,152
herbal,3.36,1,12 61
herbs,3.65,1,37
hercules,3.6,1,99 142
herd,3.77,1,124 186
hermes,3.29,1,74 83
hero,4.68,1,147
herring,3.48,1,30 57 167
hex,3.31,1,58 147
hexagon,2.84,1,5 50 186
hiccup,2.91,1,123 199
hidden,4.53,1,168
hieroglyph,1.98,0,195
hieroglyphs,2.43,0,183
hierophant,1.82,0,171
high priestess,2.95,1,56
hill,4.82,1,2
himalayas,3.13,1,18 82
hinduism,3.27,1,150 168
hinge,3.32,1,167
hinged,3.07,1,170
hip,4.46,1,169
hip-hop,4.13,0,163
hippopotamus,2.56,1,103
hiss,3.05,1,162
history,5.39,1,3 133
hive,3.5,1,26 84 122 129 144 173
hives,3.12,1,170
hobbes,3.04,1,160
hobbiton,1.89,0,120
hockey,4.42,1,64 85
hoe,3.25,1,116
hogwarts,3.18,1,25 65
hold,5.19,1,180
hole,4.66,1,13 180
holiday,4.66,1,57 127
hollywood,4.52,1,33
hologram,3.11,1,188
home,5.81,1,157
home run,5.49,1,11
homework,4.13,1,133 186
honduras,3.6,1,85
honest,4.73,1,6
honey,4.37,1,26 102 122 137 144 159 173
honey mustard,3.69,1,114
honeymoon,3.68,1,195
honors,3.86,1,140
hood,4.21,1,41
hoodie,3.4,1,39
hook,4.37,1,74 99 103 124 128 140
hoop,3.41,1,11 122
hoot,2.99,1,82
hooverville,1.2,0,196
hop,4.4,1,75
hope,5.44,1,60 195
hopping,3.43,1,68
horde,3.23,1,159
horn,4.14,1,18 22
hornet,3.15,1,41
horoscope,3.1,1,63 110
horror,4.43,1,9 35 81 117 145 169
horse,4.76,1,1 22 83 99 100 102 144 171
horse racing,4.5,1,153
horses,4.45,1,151
hose,3.73,1,19 152
hospital,5.07,1,4 94 173
hostel,3.43,1,65
hot,5.16,1,7 139
hot dog,5.1,1,103
hot spring,4.92,1,164
hot tub,3.85,1,192
hot-air balloon,3.9,0,15
hotel,4.95,1,78 156
hour,5.18,1,7 101 127 199
hourglass,2.92,1,15 127 171
house,5.71,1,31 69 143 151
housing,4.77,1,171
houston,4.42,1,67
hover,3.26,1,166
howl,3.18,1,78
hub,4.08,1,180
hug,4.09,1,167
hulk,3.72,1,135 165
hull,4.06,1,54 128 147
human,5.35,1,51 79 153
humanism,2.99,1,75
hume,3.34,1,160
hummingbird,2.96,1,122
hummus,3.0,1,148 187
hump,3.36,1,102
humpback,2.81,1,53 123
humpty dumpty,2.5,0,195
hunting,4.42,1,74
hurdle,3.41,1,125
huron,3.17,1,144
hurricane,4.1,1,8 27 119 168
hutch,3.04,1,136
hybrid,4.11,1,29 151
hydra,3.31,1,52 163
hydration,3.18,1,20 75
hydro,3.63,1,59 90 119 142 197
hydrogen,3.98,1,80 146 177
hydrothermal vent,2.69,1,45
hygrometer,1.87,0,98
hyphen,2.64,1,158
hypothalamus,2.67,1,111
ibex,2.41,0,130
ibuprofen,2.93,1,94
ice,5.0,1,17 34 49 73 76 85 124 199
ice age,5.0,1,70 165
ice cream,4.62,1,62 108 126 184
ice diving,4.02,1,68
ice skating,3.84,1,185
iceberg,3.35,1,26 183
iceland,3.79,1,41 45 120
icicle,2.43,0,85 125
idaho,3.91,1,64
idle,3.7,1,193
igloo,2.64,1,49 85
iguana,2.74,1,8 79 113 135
iguazu,1.86,0,67 147
illusion,3.94,1,104
imaginary,3.79,1,161
imam,3.5,1,93
inca,3.01,1,100 135 140
incense,3.27,1,156
inception,3.65,1,72
inch,4.49,1,7
incisor,2.22,0,162
income,4.97,1,62
independence,4.58,1,128
independence day,4.58,1,72 83
independent,4.93,1,180
index,4.57,1,138
india,5.04,1,42
indian,4.91,1,32 141
indigo,3.31,1,162
individualism,3.0,1,75
industrial revolution,4.56,1,75
indy,3.55,1,189
infant,3.99,1,126
infection,4.33,1,26 92
inflate,3.01,1,145
inflation,4.14,1,42 105 155
influenza,3.51,1,151
informant,3.33,1,184
infrared,3.71,1,69 139
inhale,3.25,1,19
injection,3.99,1,16
ink,4.07,1,107 174 189
inquiry,4.25,1,137 187
inscription,3.54,1,193
insect,3.76,1,32 68
insects,4.02,1,173
inside,5.19,1,152
inspect,3.63,1,53
inspection,4.14,1,179
instagram,4.33,1,34
installment,3.58,1,198
instance,4.59,1,177
insulin,3.81,1,16
insurance,4.94,1,74
integer,3.39,1,166
interest,5.17,1,179
intermediate,4.04,1,198
internet,5.06,1,30 120
interval,3.77,1,192
intestine,3.23,1,55
invention,4.04,1,75
inventor,3.59,1,61
investigation,4.75,1,134 137
invisible ink,4.07,1,188
invoice,3.27,1,135
ion,4.15,1,114 135
ionic,3.21,1,177
ipad,4.1,1,154
iridium,2.74,1,159
iris,3.76,1,51 129 143 175
iron,4.74,1,11 21 55 82
iron man,4.74,1,165
ironman,3.17,1,175
irony,3.86,1,12
irrigation,3.69,1,153
ishtar gate,2.53,0,45
islam,4.42,1,150 168
islands,4.5,1,18
isolated,4.24,1,160
istanbul,3.74,1,104 157
isthmus,2.82,1,181
italy,4.66,1,91 137
itch,3.36,1,138
itchy eyes,3.34,1,170
ivory,3.85,1,126 152
ivy,3.83,1,175
jab,3.35,1,140 151
jack sparrow,3.48,1,99
jack-o’-lantern,3.57,0,95
jacket,4.32,1,98 129 166 171
jackpot,3.5,1,122 178
jackson,4.58,1,197
jaguar,3.51,1,9 121
jalapeno,2.56,1,105
jam,4.17,1,139
jamaica,3.92,1,18
janissary,1.59,0,104
japan,4.89,1,42 88 120 132
jason,4.46,1,50
java,4.0,1,74
jazz,4.31,1,3 13 54 138
jeans,4.09,1,39
jedi,3.62,1,89
jefferson,4.0,1,150
jelly,3.77,1,139
jellyfish,3.25,1,6 57 68 121 144 164
jessica,4.17,1,20 166
jet,4.29,1,32 78 123 182
jet fuel,4.29,1,51
jet ski,4.13,1,171
jetty,3.04,1,173
jewel,3.68,1,105
jewelry,4.12,1,30
jibe,2.44,0,151
jigsaw,3.15,1,26 102 165
jill,3.81,1,195
jingle,3.21,1,131
jinx,3.14,1,147
jobs,4.98,1,42 155
jockey,3.57,1,179
john,5.38,1,145
john deere,2.91,1,89
john henry,4.74,1,197
joint,4.71,1,68
joist,2.25,0,132
joke,4.68,1,12
joplin,2.9,1,120
joule,2.44,0,196
journal,4.77,1,179 189
joy,4.55,1,60 91 158
joyful,3.4,1,35
jpeg,3.04,1,150 153
judge,4.95,1,41 55 69
judiciary,3.86,1,55
judo,3.25,1,63 164
juggler,2.55,0,17 104
juggling,3.23,1,147
juice,4.36,1,5 22 61 80 85 90 119 183
juicer,2.52,0,38
jukebox,3.02,1,170
julienne,2.26,0,190
july,5.17,1,119
jumble,2.81,1,52
jump,4.69,1,60
jumpsuit,3.02,1,180
june,5.21,1,12 119
jungle,4.12,1,45 107 182
junk,4.03,1,120
jupiter,3.68,1,7 41 70 140 173
jurassic,3.5,1,98
k2,3.11,1,127
kanban,2.04,0,114
kangaroo,3.5,1,33 42 64 68 130 132
kant,3.12,1,41 76
karate,3.55,1,63
karting,2.64,1,153
katana,2.83,1,48 93 154
kayak,3.24,1,147 150 171 188
kebab,3.03,1,45 103
keel,3.19,1,128
keeper,4.02,1,166
kefir,2.13,0,51
keith,4.17,1,135
kelp,2.87,1,144 146
kennedy,4.28,1,49 162
kennel,3.16,1,84
kentucky,4.3,1,85
kernel,3.58,1,40
kerning,1.83,0,160
kerosene,3.02,1,51
ketchup,3.46,1,53 66 141
kettle,3.54,1,38
kevin,4.56,1,58
key,5.12,1,18 175 192
keyboard,4.11,1,30 43 74 101 135 192
keychain,2.76,1,131
keyhole,2.83,1,191
keys,4.39,1,29 69 72 192
khinkali,0.0,0,180
kickflip,1.87,0,148
kickstand,2.25,0,27
kid,4.99,1,9 39
kidney,4.03,1,8 43
kidneys,3.49,1,195
killer,4.47,1,182
kiln,3.11,1,176
kilogram,3.01,1,7 24
kimchi,2.84,1,132 156
kimono,2.95,1,48
kind,5.45,1,6
kindergarten,3.79,1,178
kindness,4.0,1,167
kinetic,3.44,1,168
king,5.17,1,7 85 129 134
kingdom,4.62,1,47 159
kiss,4.58,1,95 199
kitchen,4.65,1,14 27 78 112 133 194
kite,3.55,1,3 32
kitesurfing,2.01,0,188
kiwi,3.33,1,34 51 120
klimt,2.41,0,148
knee,4.33,1,68
knife,4.41,1,2 94 118 124 133
knight,4.28,1,14 31 47 129 154
knitting,3.45,1,103 107 128 176
knob,3.49,1,193
knockout,3.61,1,151
knowledge,4.96,1,100
knuckle,3.22,1,191
koala,3.04,1,42 132 195
kohlrabi,1.83,0,127
korea,4.65,1,132
kraken,2.85,1,109 148 170
kubota,2.48,0,89
labor day,4.77,1,72
laboratory,4.31,1,127
labrador,3.3,1,198
lace,3.82,1,4 8
ladybug,2.67,1,158
lagoon,3.43,1,137 177
lake,4.83,1,3 32 58 109
lamb,4.02,1,60
lamp,4.05,1,75 81 92 122 170 194
lance,3.94,1,47 93 143
land,5.22,1,118 166 173
landing,4.4,1,180
landmark,3.89,1,78
landmine,2.49,0,130
lane,4.57,1,100 142
lantern,3.61,1,38 134 175 195 197
lapel,2.77,1,163
laptop,4.23,1,29 88 90 96 98
larva,2.99,1,164
larvae,3.58,1,123
lasagna,3.12,1,169
laser,4.2,1,174
latch,3.34,1,174
latency,3.31,1,177
later,5.49,1,143
lather,2.72,1,132
latin,4.48,1,7 165 175
latkes,1.87,0,181
latte,3.3,1,5 31 61 88 123 132
laugh,4.66,1,35 73 194
launch,4.69,1,145
launch pad,4.01,1,191
lava,3.73,1,33 47 82 101 164
lava lamp,3.73,1,158
lavender,3.44,1,151
laws,4.89,1,41
lawyer,4.67,1,41 69
lcd,3.47,1,114
lead,5.2,1,18
leader,4.95,1,62
leaf,4.22,1,156
leaky,3.06,1,155
leaning tower,3.89,1,114
learning,4.92,1,100
leash,3.47,1,6
leaves,4.79,1,70
leech,3.17,1,155
left,5.62,1,157
leg,4.66,1,3 138 168
legend,4.44,1,161 179
legion,3.86,1,88 114
legolas,2.52,0,65
lemon,4.1,1,49
lemonade,3.44,1,22 131
lemuria,1.84,0,183
length,4.77,1,7 44 199
lens,4.17,1,53 65 87 107 139 166 191
lenses,3.77,1,114
lentil,2.66,1,162
leo,4.23,1,21 63 110 139 150
leonardo dicaprio,3.16,1,162
leopard,3.59,1,13 56 197
lepton,1.98,0,159
letter,4.95,1,44 82 150
letters,4.66,1,102
lettuce,3.56,1,2 48 147 169
level,5.41,1,166
level-up,5.37,0,103
lever,3.64,1,193
leviathan,3.09,1,170
levitation,2.52,0,135 173
liberica,0.0,0,42
liberty,4.34,1,96
libra,2.93,1,110
librarian,3.59,1,30 35
library,4.86,1,35 156 185
license,4.52,1,74 109 152
licorice,2.85,1,128
lieutenant,4.44,1,149
life,5.89,1,173
lifebuoy,1.7,0,29
lift,4.5,1,78 162
light,5.33,1,46 161
light bulb,3.66,1,75
lightbulb,2.71,1,178
lighter,4.09,1,38
lighthouse,3.55,1,39 144
lightning,4.22,1,114 117 141 163 187
lights,4.64,1,83 110
lightsaber,2.95,1,89
like,6.41,1,55 133 157
lilac,3.11,1,151
lily,3.95,1,5 37
lima,3.58,1,105
lime,3.86,1,49 58 85
limerick,3.07,1,188
limestone,3.75,1,80
limited,5.02,1,154 187
limousine,3.2,1,124
limp,3.43,1,174
lincoln,4.31,1,49 93 99 162
lindt,2.33,0,165
line,5.49,1,146
linen,3.61,1,28 181
lines,4.95,1,168 179
linguini,1.87,0,143
lining,3.88,1,163
lion,4.25,1,10 32 51 116
lipid,3.29,1,61
lips,4.35,1,179 196
lipstick,3.69,1,15 136
liquid,4.39,1,17 23 80 193
listening,4.66,1,167
litecoin,2.7,1,117 194
liter,3.46,1,152
literature,4.62,1,28 75 190
lithium,3.56,1,51 97
litre,3.5,1,123
litter,3.71,1,192
liver,4.18,1,8 55 195
lizard,3.63,1,32 79 86 113 135
llama,2.95,1,100 130
loader,3.1,1,48
loam,2.62,1,16 180
loan,4.68,1,18 44 185
loath,2.67,1,150
lobby,4.03,1,158 185 197
lock,4.51,1,18 44 56 107 167
locke,3.53,1,160
lockers,3.07,1,185
locksmith,2.81,1,178
lodge,4.08,1,103
log,4.37,1,29
logic,4.36,1,19 192
logo,4.28,1,109
logs,3.81,1,186
loki,3.27,1,52 153
london,5.27,1,12 17 34 115 143 147 153
london bridge,4.77,1,115
lonely,4.25,1,35
long ear,4.43,1,75
longbow,2.26,0,184
longship,1.56,0,120
longsword,1.92,0,167
loop,4.29,1,36
lord,5.1,1,47 193
lost,5.39,1,84
lot,5.61,1,161
lotion,3.45,1,168
louis vuitton,3.21,1,83
louse,2.6,1,155
louvre,3.14,1,23 72 151 165
love,5.82,1,55 95 133 195
lovers,4.15,1,56
loveseat,1.84,0,161
loyalist,3.03,1,195
lozenges,2.31,0,47
lucas,4.09,1,50
ludicrous,3.34,1,179
luge,2.72,1,115 191
luggage,3.8,1,94 148
lullaby,3.08,1,159
lunar,3.77,1,87 166 176
lunch,4.66,1,4 59 159
lung,4.1,1,8 19
lunge,2.85,1,165 190
lungs,3.97,1,153 195
lusitania,2.29,0,192
lust,3.72,1,163
lychee,2.25,0,174
lynx,3.06,1,197
m&ms,4.59,0,95
macaque,2.43,0,182 198
macaroni,3.11,1,43
macarthur,3.23,1,197
macchiato,2.34,0,38
mace,3.33,1,93
machine,4.9,1,81 146
machines,4.46,1,48 173
machu picchu,2.59,1,100 121
mad libs,3.17,1,169
madrid,4.3,1,65 91 137
mafia,3.83,1,65
magazine,4.74,1,29 34 86
magazines,4.07,1,77
magenta,3.02,1,167
magic,4.76,1,25 136 159 170
magic spell,4.37,1,58
magician,3.53,1,17 104
magma,3.19,1,33 47 101
magnifying glass,3.0,1,53
mahogany,3.29,1,163
mailbox,3.31,1,134
mailman,2.88,1,44
main,5.24,1,176
main course,5.24,1,62 94
maine,4.16,1,12 64
maine coon,3.07,1,13
major,5.3,1,26
makeup,4.39,1,15 136
mako,2.97,1,34
malachite,2.48,0,128
malamute,1.92,0,158
malaria,3.65,1,94
malbec,2.27,0,170
maldives,3.35,1,18 120 128
mall,4.29,1,199
mallard,2.81,1,198
mamba,2.64,1,65 101
mammal,3.31,1,8 32
mammals,3.7,1,51 79 173
mammoth,3.4,1,42 150 165 176
manager,4.97,1,10 67
manchego,1.85,0,170
mandarin,3.52,1,198
mandela,3.41,1,162
mandrill,1.7,0,182 198
mane,3.33,1,22 99 139
mango,3.56,1,17 22 37 67 177
mangosteen,1.84,0,37
mangrove,2.89,1,174
manhattan,4.16,1,190
manicure,2.99,1,136
mansard,1.84,0,169
mansion,4.02,1,31 65 108 124 151 184
mantel,2.91,1,27
manti,2.27,0,180
mantle,3.62,1,180
manual,4.32,1,148 190
map,4.76,1,24 121 142 197
maple,3.86,1,64 131 138 177
maraschino,2.15,0,175
marathon,4.16,1,83
marble,3.96,1,80 110
march,5.26,1,12 53 131
marching band,3.82,1,164
margarita,3.3,1,182
margherita,2.56,1,32 157
margin,4.27,1,192
maria,4.34,1,58
mariachi,2.81,1,85
marker,3.87,1,7 129
market,5.29,1,25 105 199
marmalade,2.89,1,139
marmot,2.4,0,130 142
maroon,3.35,1,135 152
married,5.03,1,165
mars,4.27,1,4 13 70 140 173
marsh,3.87,1,172
martin,4.74,1,148
martini,3.27,1,182
martini glass,3.27,1,85
marty,3.64,1,106
mascara,3.33,1,15 136
mashed potatoes,3.39,1,180
mask,4.31,1,29 114 151
massage,4.01,1,26 192
massey ferguson,3.18,1,89
massive,4.72,1,196
mastiff,2.58,1,158
mat,3.84,1,135 165
matador,2.77,1,97
matcha,2.67,1,12
matches,4.59,1,29
mate,4.55,1,142
materials,4.78,1,48
math,4.45,1,3 64 110 133
maths,3.75,1,49
matte,3.52,1,175
matterhorn,2.45,0,127
mattress,3.67,1,92
maul,2.9,1,163
mausoleum,2.94,1,134
mauve,2.71,1,151
may,5.98,1,12 53
maya,3.87,1,100 135 140 183
mayan,3.11,1,87
mayo,3.72,1,141
mayonnaise,3.24,1,53
maze,3.65,1,26 192
measles,3.33,1,151
meat,4.63,1,11 148 189
mechanic,3.79,1,84
mechanics,4.13,1,110
medal,4.39,1,140 176
medallion,3.1,1,191
median,4.05,1,140
medicine,4.73,1,4 16 94 173 177
medieval,4.05,1,111 155 179
meditation,3.95,1,20 53 108
mediterranean,3.99,1,105
medium,4.61,1,11
medulla,2.49,0,111
medusa,3.1,1,99
meeting,5.15,1,62 88 159
melancholy,3.39,1,148
melanin,2.83,1,131
melee,3.22,1,130
melody,3.81,1,28 64 89 146 198
members,5.35,1,62
membrane,3.82,1,139 141
meme,3.91,1,55 185
memoir,3.77,1,11
memories,4.5,1,60
memory,4.81,1,19 63 100
menorah,2.4,0,181
menu,4.26,1,24 27 58 94 133 152
meow,3.29,1,5 34 127 170
mercury,4.02,1,70 80
meridian,3.38,1,171
merlot,2.75,1,170
mermaid,3.47,1,22
meryl streep,3.02,1,162
mesa,3.5,1,160
messenger,3.95,1,198
met,5.09,1,165
metal,4.82,1,95
metallic,3.82,1,177
meteor,3.55,1,40 163
meter,4.09,1,7
metro,4.18,1,120
mexico,4.75,1,85 97
mezzo,2.6,1,40
mi,4.3,1,80
mica,2.99,1,66 104
michelangelo,3.16,1,75
michigan,4.54,1,144
mick,3.83,1,135
micro,4.08,1,182
microbe,2.63,1,155
microphone,3.72,1,198
microscope,3.5,1,93
microwave,3.8,1,90 131 197
middle,5.18,1,138
midnight,4.31,1,37 127
milan,4.05,1,17 115 147
mile,4.59,1,7
military,5.2,1,187 198
milk,4.66,1,3 6 23 51 56 98 102 108 119 144 154 170
milky way,3.5,1,13 192
millennium,3.7,1,71
millilitre,1.6,0,123
millipede,1.88,0,96
millstone,2.63,1,169
mind reading,5.14,1,135
mindfulness,3.41,1,108
mine,5.04,1,40
mineral,4.03,1,104 112
minestrone,1.89,0,76
mini,4.44,1,182
minimalist,3.28,1,43
minivan,3.06,1,37
minke,2.27,0,182
mint,3.92,1,76 108 134 152
minute,4.98,1,7 101 127 199
minuteman,2.49,0,195
mirage,3.29,1,45 57 105 172 181 182 188 190
mirror,4.47,1,92 109 112
miso,2.77,1,43 96 156 175
mississippi,4.19,1,32 52 109
misstep,2.6,1,181
mist,3.67,1,61
mit,3.74,1,162
mitochondria,3.09,1,139
mixing,4.11,1,150
moat,3.12,1,57 133 193
mob,4.03,1,65 159
mobile,4.85,1,120
moby dick,3.0,1,60
mocha,2.98,1,5 31 61 123
mockery,3.29,1,130
moderato,1.82,0,183
modern,5.07,1,43 111 155 179
mohawk,3.14,1,136
moisturizer,2.99,1,122
mojito,2.53,0,182
molar,2.99,1,162
mold,3.77,1,134
mole,3.67,1,88 129
molecule,3.67,1,35 103 135
moment,5.24,1,161
mona lisa,3.54,1,179
monarchy,3.67,1,179
monday,4.8,1,1 161
monet,3.07,1,148 193
money,5.64,1,18 30 42 44 125 146 148 194
mongol,2.97,1,104
mongolia,3.34,1,88
monitor,4.37,1,30 43 74 79 113 192
monk,3.93,1,93
monkey,4.07,1,121 198
monkeys,3.86,1,182
monopoly,3.84,1,14 15 129
monotonous,2.95,1,186
monster,4.49,1,117
month,5.25,1,10 55 127
months,5.35,1,12 175
moo,3.15,1,170
moon,4.7,1,7 37 49 52 60 78 87 188
moons,3.38,1,173
moore,4.28,1,120
moose,3.61,1,75 169
mop,3.39,1,87 153 185 188
morel,2.62,1,189
morning,5.33,1,151
morocco,3.8,1,49
morphology,3.41,1,68
morse,3.52,1,135 147
morse code,3.52,1,188
mortadella,1.71,0,183
mortar,3.75,1,126
mortgage,4.39,1,179 186
mosque,3.89,1,53 156 182
mosquito,3.61,1,77 124
moss,3.89,1,90 150
moth,3.5,1,5
mother,5.24,1,8 60 104 137 178
motherboard,3.16,1,79
motion,4.59,1,152 190
motocross,2.74,1,153
motor,4.53,1,196
motorbike,3.19,1,27 108
motorcycle,4.07,1,54 151
mound,3.6,1,182
mount fuji,3.22,1,120
mountain,4.73,1,45 59 82 105 141 184
mountain animals,4.73,1,130
mountains,4.5,1,18
mouse,4.31,1,30 43 56 74 135 192
mouth,4.83,1,6 25 63 111 143
movie,5.16,1,70 138 191
movies,4.79,1,33
mower,3.1,1,194
mozart,3.42,1,31
mozzarella,3.1,1,23 195
mp3 player,3.63,1,124
mp5,2.18,0,130
mud,4.13,1,89
muesli,2.24,0,113
muffin,3.35,1,8 130
mug,3.71,1,84 125 131 185
mule,3.44,1,102 144 152 171
multiplication,3.26,1,64 110
mummies,2.91,1,38
mummy,3.57,1,30 190
munchkin,2.69,1,95
murder,4.86,1,128
murderer,3.82,1,41
muscles,4.14,1,153
muscovy,2.25,0,198
muscular,3.67,1,19
museum,4.71,1,23 66
mushroom,3.63,1,9 90 177
mushrooms,3.71,1,37 115
music,5.52,1,28 46 54 64 110 138
musical,4.51,1,112
musician,4.01,1,26
musk,3.49,1,155
mussel,2.74,1,36
mustache,3.41,1,149
mustang,3.58,1,151
mustard,3.69,1,53 66 141 171
mutation,3.64,1,29 118
mute,3.66,1,180
mutualism,2.04,0,113
mystery,4.45,1,35 129 159 168
myth,4.08,1,22 84 179
mythology,3.64,1,16
nachos,2.93,1,62 145
nail care,4.21,1,15
nairobi,3.54,1,81
nap,3.82,1,143
napa,3.32,1,33
napoleon,3.77,1,93 99 145
narrative,4.39,1,110
narrator,3.81,1,147
nasa,4.21,1,159
natto,1.84,0,175
natural,5.11,1,141
natural gas,5.01,1,51
nausea,3.54,1,175
navajo,3.25,1,67
navy,4.57,1,66
neap,1.58,0,174
neapolitan,2.75,1,12 156 157
near,5.29,1,152
nebula,3.23,1,13 95 155
neck,4.63,1,159
necklace,3.85,1,87 111 189
nectar,3.25,1,26 128 144
needle,3.98,1,169 171 172 181 189
needles,3.7,1,48 128
neigh,2.49,0,34
neon,3.64,1,158
nephew,4.01,1,106
neptune,3.36,1,13 20
nest,4.07,1,41 77 78 84 129 136
net,4.76,1,59 74 99 149 177
nettles,2.73,1,144
neurons,3.71,1,63
neutrino,2.84,1,159
neutron,3.44,1,35 73 110
nevada,4.04,1,64 85
new,6.25,1,192
new deal,5.32,1,196
new holland,4.1,1,89
new york,5.37,1,17 115 143 147 156
new zealand,4.5,1,64 120
news,5.44,1,189
newsletter,3.76,1,34
newspaper,4.6,1,29 34 86 88
newt,3.23,1,51
newton,3.94,1,152 173
niagara,3.52,1,67 114 147
nib,3.06,1,140
nickel,3.82,1,42 51 97
niece,3.82,1,106
nietzsche,3.23,1,164
night,5.61,1,37 53 117 151 160 184 190
night time,5.61,1,52
nightshade,2.55,0,163
nile,3.64,1,30 32 49 52 81 93 109 166 172 190
nintendo,4.08,1,189
nitrogen,3.76,1,52 80 98
nobel,3.84,1,153 183
nocturnal,3.24,1,51
node,3.88,1,177
nodes,3.78,1,182
noise,4.55,1,46 137
nolan,3.64,1,166
nonfiction,3.26,1,159
noon,4.11,1,53 151 184 188
norse,3.23,1,193
north,5.34,1,1 7 24 121 139 197
north america,5.22,1,42
north pole,4.23,1,71
northern lights,4.64,1,71
norway,4.15,1,137 146
nose,4.51,1,6 21 25 63 103 111 143
nose cone,3.83,1,191
nostalgia,3.62,1,60
nostrils,3.1,1,195
note,5.04,1,64 146
notebook,3.74,1,53 141 178
noun,3.61,1,146
novel,4.63,1,101 110 190
nozzle,3.24,1,122
nubuck,1.73,0,155
nuclear,4.73,1,59 90 119 142
nucleus,3.59,1,35 73 139
nudge,3.22,1,160
nugget,3.16,1,174
nuggets,3.5,1,131 136 184
numbat,1.07,0,184
numbers,4.98,1,122 178 196
nurse,4.4,1,94 173
nutrition,4.1,1,108
nuts,4.3,1,17 23 37 122
nyt,3.23,1,124
oak,4.18,1,25 131 177
oar,2.89,1,136
oasis,3.56,1,45 57 182 186 190
oat,2.9,1,11 94 170
oatmeal,3.37,1,113
oats,3.4,1,80
obituary,3.41,1,185
object,4.56,1,70 163
objective-c,4.32,0,74
oboe,2.69,1,72 120
observatory,3.71,1,65
observe,4.06,1,184 198
obsidian,2.95,1,55 127
obtuse,3.04,1,186
ocean,4.7,1,18 32 33 47 58 77 84 100 140 141 167 191
ochre,2.69,1,162
octagon,2.91,1,5
octave,3.08,1,64 141
october,5.11,1,53
octopus,3.46,1,6 68 93 121 148 164
odd,4.42,1,161
odin,3.23,1,41 119 153
odor,3.49,1,162
odysseus,2.88,1,142
odyssey,3.55,1,60 161
offer,5.05,1,185
offering,4.6,1,130
office,5.4,1,183
often,5.41,1,65
ogre,3.1,1,123
ohio,4.61,1,12
ohm,3.01,1,196
oil,5.1,1,51 60 67 80 90 150 152 174
oink,2.3,0,89
ointment,2.98,1,173 177
okapi,1.85,0,60
okra,2.63,1,37 189
oktoberfest,2.78,1,91
oleander,2.18,0,163 175
oled,2.86,1,114
oligarchy,2.85,1,199
olive,4.09,1,21 171 175
ollie,3.3,1,148
olmec,2.08,0,100
olympiad,2.6,1,34
olympics,4.45,1,16
omega,3.78,1,84 87
omega-3,3.78,0,17
omelet,2.63,1,102 113 154 159
omelette,2.85,1,39 59 164
omniscient,2.71,1,154 187
one,6.47,1,20 85
one way,6.01,1,138
onion,3.89,1,2 58 152
online,5.19,1,62
onyx,2.99,1,30
oolong,2.38,0,61
opal,3.2,1,30
opener,3.88,1,124 137 161 185
opening,4.94,1,187
opera,4.27,1,23 40 65 70 72 130
opera house,4.27,1,64
operative,3.86,1,184
opossum,2.47,0,132
optics,3.58,1,152
orange,4.62,1,2 10 22 49
orangutan,2.8,1,175
orb-weaver,3.1,0,101
orbit,4.03,1,43 49 81 122
orca,2.93,1,31 34 53 123
orchestra,4.01,1,72 172
orchid,3.3,1,58 134 149
order,5.49,1,118
ore,4.1,1,152
organ,4.14,1,55 133 136
origami,2.94,1,88
origin,4.55,1,95
orion,3.44,1,70 146 150
ornament,3.32,1,73 194
orwell,3.15,1,26 181
oscar,4.31,1,183
oscars,3.6,1,33
osmium,2.05,0,159
osprey,2.89,1,145
ostrich,3.05,1,34 36 66
ottawa,3.98,1,92
otter,3.37,1,103
ottoman,3.62,1,104 116
ounce,3.8,1,7 24
outback,3.21,1,64
outbreak,3.99,1,26
outlaw,3.51,1,168
outsole,1.72,0,8
oven,4.05,1,90 112 131 185
overpass,2.96,1,175
owl,3.87,1,32 77 190
ox,3.47,1,97
oxford,4.38,1,149
oxford press,4.38,1,124
oxidation,3.39,1,24
oxygen,4.25,1,19 21 52 80 98 118 146
oyster,3.54,1,169
ozone,3.42,1,98
pacific,4.59,1,32 141
pacifier,2.64,1,9 18 39 126 187
pack,4.66,1,78 128
package,4.46,1,109
packing,4.06,1,87
paddle,3.49,1,136
paddleboarding,1.79,0,188
pads,3.77,1,139
paella,2.63,1,91 97 137
pager,2.63,1,194
paint,4.52,1,170
painter,3.93,1,17 26 110
painting,4.6,1,28 64 74 75 86 98 103 118 144 172
pajamas,3.31,1,159
pale,4.08,1,161
palette,3.74,1,193
palladium,3.17,1,159 188
palm,4.23,1,177
palmistry,1.8,0,110
palms,3.55,1,137
pan,4.39,1,58 86
panama,3.86,1,115
pancakes,3.59,1,59 113 159
pancetta,2.29,0,115 183
panda,3.65,1,31 66 88 90 126
pandemic,3.68,1,151
pangolin,2.36,0,60
panther,3.65,1,47
pantry,3.23,1,92
pants,4.48,1,4 98 187
papaya,2.87,1,17
paper,5.07,1,8 17 82 97 107 170 178
paperclip,2.32,0,176
papers,4.61,1,74
papillae,2.2,0,195
paprika,2.96,1,43 174
papyrus,2.9,1,154 195
par,4.15,1,190
paracetamol,2.66,1,94
parachute,3.51,1,68 180
parade,4.16,1,40
paramedic,3.19,1,163
parasitism,2.27,0,113
parchment,3.23,1,154
parentheses,3.13,1,135
